Class, Wavelength (microns), Slope, Unc_slope, Intercept, Unc_intercept
All, 9.810080441738, 1.079554856185417, 0.00649750210459973, -10.836082685544417, 0.006744228122079249
0, 9.6230790352, 1.4211360809857059, 0.011870768700549698, -11.468379341373726, 0.015507604647360156
1a, 9.6230790352, 1.1492758249847645, 0.011110648617143564, -10.870693447338361, 0.012751189880567403
1b, 9.6230790352, 0.9018993751735892, 0.01181281305206073, -10.65555921652014, 0.00891117159767065
All, 9.6230790352, 1.0703227775959236, 0.006361003211422667, -10.82287241795673, 0.00660102358108508
0, 9.261075991109, 1.2952317492300913, 0.01085607013334048, -11.226091020288433, 0.01417209983684223
1a, 9.261075991109, 1.1000270176865232, 0.010588051715609517, -10.824493689230437, 0.012151429006825544
1b, 9.261075991109, 0.871148521394986, 0.011205664510151078, -10.64083501068817, 0.008453160045435969
All, 9.261075991109, 1.031948408000948, 0.005988745235628819, -10.77540798954194, 0.00621418097114117
0, 8.912073023522, 1.2032439868708273, 0.0103726645338604, -11.069985784248404, 0.013537387049733667
1a, 8.912073023522, 1.0620808042391872, 0.010235883794794265, -10.793916180916703, 0.011747261781049808
1b, 8.912073023522, 0.8428091687335584, 0.010793841151007476, -10.62704679401891, 0.008142494956173627
All, 8.912073023522, 0.9973495892155197, 0.0057584456427955955, -10.740966316633317, 0.005975008940124027
0, 8.577070248001, 1.168984331208015, 0.010223535678378842, -11.026647866832372, 0.013346149443663167
1a, 8.577070248001, 1.0390773923198922, 0.009991187637383622, -10.767493085157282, 0.011466435046832516
1b, 8.577070248001, 0.8238544618723802, 0.010498912180049422, -10.604190589866871, 0.007920010890968417
All, 8.577070248001, 0.973869959302172, 0.005618771685768238, -10.713883688401657, 0.005830255547385616
0, 7.943065230208999, 1.1029793418788258, 0.009719071438226375, -10.937547772620656, 0.012687740274342347
1a, 7.943065230208999, 0.9904071616706935, 0.009448934207758605, -10.71181649061446, 0.010844115263101013
1b, 7.943065230208999, 0.7787724658965935, 0.009878161453911983, -10.552380872372437, 0.007451738328318794
All, 7.943065230208999, 0.9249590337619568, 0.005304820752863552, -10.656323556932612, 0.005504504144283883
0, 7.356060336523, 1.0471069999188187, 0.009434519459893202, -10.8606725840369, 0.01231767474893455
1a, 7.356060336523, 0.944493420813782, 0.009071687923801721, -10.658711559772414, 0.010411166731990922
1b, 7.356060336523, 0.7348112783628946, 0.009439662263967143, -10.500532483596357, 0.007120949928484059
All, 7.356060336523, 0.8791014256166668, 0.005089748734058059, -10.601106424627906, 0.005281424781044955
0, 6.8130558615089996, 0.9850760640086675, 0.009176834551485574, -10.77133906611017, 0.011984283688268474
1a, 6.8130558615089996, 0.9001488056571887, 0.008798312437280697, -10.602738578166399, 0.010097426026345401
1b, 6.8130558615089996, 0.6919275591346183, 0.00912972907765026, -10.444939926234689, 0.006887147209782712
All, 6.8130558615089996, 0.8327239099835636, 0.004931731004783882, -10.540812157584085, 0.005117531846222953
0, 6.3100517506710005, 0.9237492137554697, 0.008945930469080881, -10.676698000107844, 0.011688774578030291
1a, 6.3100517506710005, 0.8598967184302162, 0.008612606414594711, -10.544138452900961, 0.009884299606922844
1b, 6.3100517506710005, 0.6537543115408843, 0.008899384808130538, -10.385059221749298, 0.006713383576752705
All, 6.3100517506710005, 0.7892572751845142, 0.004815452642730232, -10.476292031912033, 0.0049972162445050105
0, 5.843047963294, 0.9647738741345346, 0.008920576363404946, -10.74275962159117, 0.011648401938183704
1a, 5.843047963294, 0.8394820857156842, 0.008468662729455059, -10.488252293651868, 0.009719101937140344
1b, 5.843047963294, 0.6302518172414795, 0.008755581952669535, -10.31805099075607, 0.006604903749331373
All, 5.843047963294, 0.7716020650052622, 0.0047557834019075484, -10.428280450098015, 0.004934902950997755
0, 5.412044358217, 0.9411037568841696, 0.008866411630995776, -10.683773177270403, 0.011573025997237222
1a, 5.412044358217, 0.8026615182961512, 0.008328640043971517, -10.41899667968775, 0.009558404221668298
1b, 5.412044358217, 0.6006782163336328, 0.008598879204035289, -10.252607245590513, 0.006486692695219852
All, 5.412044358217, 0.7407030558164325, 0.00468150311727403, -10.363252859481891, 0.004857626132716436
0, 5.012041121505001, 0.9320085917488445, 0.00884018704477793, -10.663549641487414, 0.01154653785217877
1a, 5.012041121505001, 0.7817101918758316, 0.008233551055038264, -10.35732371701729, 0.00944927488140924
1b, 5.012041121505001, 0.5809857249681682, 0.008500029228461436, -10.184376907922008, 0.006412123742771182
All, 5.012041121505001, 0.7162635143638306, 0.004640167030669869, -10.300510525342482, 0.004815148060055564
0, 4.64203803789, 0.9709658159541128, 0.008924763142299974, -10.714913866881723, 0.011654099292974365
1a, 4.64203803789, 0.7722535732206721, 0.008195032475365585, -10.303584046153624, 0.009405068846256777
1b, 4.64203803789, 0.5684848293292886, 0.008468356936621539, -10.118782837106185, 0.006388231277341231
All, 4.64203803789, 0.7071444235819024, 0.004646714553661342, -10.251949840041513, 0.004821877297304613
0, 4.299035250996, 0.9527563744083749, 0.00899045499883648, -10.675847569255685, 0.011753555300560528
1a, 4.299035250996, 0.7624389239175233, 0.008181450100812867, -10.247331024347265, 0.00938948096809425
1b, 4.299035250996, 0.5592760264424359, 0.008450493367911736, -10.05467701027926, 0.006374755628025672
All, 4.299035250996, 0.6882361421048674, 0.004650153578212944, -10.189028668045284, 0.0048261051909958535
0, 3.981032624573, 0.9514867955163377, 0.009125882452877158, -10.664953945198928, 0.011939385482408676
1a, 3.981032624573, 0.7557315057269909, 0.008179417947503544, -10.194750315789186, 0.009387148757473025
1b, 3.981032624573, 0.5524045776283711, 0.008447268935892129, -9.992601313845405, 0.0063723232296710106
All, 3.981032624573, 0.6739470964817084, 0.004669883205977901, -10.13221226438484, 0.0048469708235059335
0, 3.831031393779, 1.0139358311687452, 0.009433027033411756, -10.749561605802517, 0.012324631931728048
1a, 3.831031393779, 0.7536864882717738, 0.008179594994266381, -10.170363109654046, 0.0093873519460508
1b, 3.831031393779, 0.5499864599065443, 0.008444867682013925, -9.962588126922627, 0.006370511808016919
All, 3.831031393779, 0.6809414397697298, 0.004714753046803782, -10.120083911338927, 0.00489274222823393
0, 3.6870302361790004, 0.9803459580394038, 0.009454176092065614, -10.703328565823282, 0.012367050649079874
1a, 3.6870302361790004, 0.7530996394475314, 0.008179451215748581, -10.14761073619167, 0.009387186937936118
1b, 3.6870302361790004, 0.5477815616120171, 0.008448652536921314, -9.933013199474, 0.0063733669697301695
All, 3.6870302361790004, 0.66695764503936, 0.00471576317735102, -10.085507216532015, 0.004894389351338169
0, 3.548029107825, 0.9680815954569337, 0.009564059197361977, -10.700955366764546, 0.012525367006698297
1a, 3.548029107825, 0.7524416445187033, 0.00815401795600312, -10.127730698305554, 0.009357998333789662
1b, 3.548029107825, 0.5446213652546625, 0.008426007023881299, -9.903318654951548, 0.006356283989433477
All, 3.548029107825, 0.6551259366601846, 0.004721683048972086, -10.057773938757817, 0.004901357472646306
0, 3.4140279835030003, 1.0426335839522207, 0.009889814933879785, -10.821397639971083, 0.012932768026606095
1a, 3.4140279835030003, 0.751560554142507, 0.008132989464640566, -10.109432298212248, 0.009333864883483972
1b, 3.4140279835030003, 0.5416382790690812, 0.00840595768399714, -9.874197622654517, 0.006341159471053277
All, 3.4140279835030003, 0.6622061059034232, 0.00477571622282738, -10.05229589773484, 0.004956617997916979
0, 3.286026924921, 1.0813573547411859, 0.010535853372005171, -10.937147990929688, 0.013784761497905832
1a, 3.286026924921, 0.765973649227812, 0.008153980057439954, -10.114242066365358, 0.009357954839319466
1b, 3.286026924921, 0.5453279181879415, 0.008419432925293537, -9.854166129002449, 0.0063513247201758185
All, 3.286026924921, 0.6605241150913966, 0.004880155512440955, -10.05018889926712, 0.005065308113577131
0, 3.162025914772, 1.2643112047131746, 0.013858426470858547, -11.445186464409748, 0.018217510385244887
1a, 3.162025914772, 0.864447649756914, 0.008771217801320945, -10.247554336830706, 0.01006641967041578
1b, 3.162025914772, 0.5973205417986478, 0.009070053744554373, -9.902473537744816, 0.006842128091367968
All, 3.162025914772, 0.7048817707936029, 0.005620825932805965, -10.16042568809014, 0.005837854216683276
0, 3.043024948458, 1.4599386906120349, 0.016430942536181697, -12.072962051704936, 0.021586046281154483
1a, 3.043024948458, 0.963494878767948, 0.009515509671090328, -10.436786998075496, 0.010920851316385427
1b, 3.043024948458, 0.6550694262733062, 0.00980548718802296, -9.98567887426042, 0.007396915412623972
All, 3.043024948458, 0.7377363995863413, 0.006443652641018735, -10.314670234426028, 0.006687361034881637
0, 2.818023111754, 1.157425716816628, 0.012091480618135137, -11.097085419114038, 0.01583169530587643
1a, 2.818023111754, 0.7802544985275852, 0.008296605552125661, -10.057475598206576, 0.009521892077418406
1b, 2.818023111754, 0.5567907167405576, 0.00854566594048862, -9.764469360432447, 0.0064465504767113055
All, 2.818023111754, 0.6575002924351897, 0.005167499767782499, -9.991600451248848, 0.005364326288187124
0, 2.712022122985, 1.0471116062801278, 0.011171252117456627, -10.869266556357408, 0.014649585404575978
1a, 2.712022122985, 0.7414873400071169, 0.008080832617376703, -9.983109190926163, 0.009274375603474485
1b, 2.712022122985, 0.5409594240811848, 0.008336164226725585, -9.714185492570207, 0.0062885097362779495
All, 2.712022122985, 0.61998066234623, 0.004927467059510961, -9.909370727500178, 0.005116129626318729
0, 2.512020656401, 1.0594412359588516, 0.011608520166111287, -10.933003703512325, 0.015227488099579722
1a, 2.512020656401, 0.7380147322550767, 0.007974252024078615, -9.951098569109188, 0.009152265207005477
1b, 2.512020656401, 0.5415969301021192, 0.008211716727803534, -9.663577399482808, 0.006194630910556427
All, 2.512020656401, 0.6037818008083006, 0.004968150179087016, -9.871612483053207, 0.005158689410728999
0, 2.15401770693, 1.1522090075943958, 0.012704150041458195, -11.183460329390343, 0.01664214496632373
1a, 2.15401770693, 0.7451980841648425, 0.007969787730354214, -9.914905443113028, 0.009147011605797489
1b, 2.15401770693, 0.56073162498184, 0.008169447503926792, -9.588656641846637, 0.006162744491495534
All, 2.15401770693, 0.5990120913130222, 0.005239293701616565, -9.841328896823178, 0.005439468994791846
0, 1.8480151060230001, 1.1669534158542845, 0.013822024584369865, -11.34500054397202, 0.018150917696477153
1a, 1.8480151060230001, 0.7539124702294908, 0.008040340588326294, -9.893883382672248, 0.009229108561671341
1b, 1.8480151060230001, 0.5984141044113439, 0.008204058186888675, -9.5414706490988, 0.0061885987561356185
All, 1.8480151060230001, 0.5797504679682399, 0.00552061262365941, -9.80897330055338, 0.005733561596483113
0, 1.5850129606349999, 1.0966364396874182, 0.01485321393197953, -11.385832948840283, 0.01963115173188276
1a, 1.5850129606349999, 0.8049432205384031, 0.008243495425016288, -9.934239911872876, 0.009462287664966009
1b, 1.5850129606349999, 0.6500700099381026, 0.008234226485851445, -9.52035354288212, 0.006211739951237352
All, 1.5850129606349999, 0.5551388266792764, 0.005744534182084245, -9.779356311920251, 0.005970607747062525
0, 1.359011120916, 1.218792997606351, 0.015543633800273555, -11.725216575732972, 0.020457320168816098
1a, 1.359011120916, 0.8361766529237287, 0.008419879311323599, -9.971535574390671, 0.009664613812601457
1b, 1.359011120916, 0.7128570977433808, 0.008262779998207724, -9.525787770582083, 0.006233146157202275
All, 1.359011120916, 0.5788760435418303, 0.006127432045190195, -9.825601910020819, 0.006362133831504524
0, 1.166009546583, 1.2441731878637208, 0.016703904577801323, -11.923921651423546, 0.02200493168617267
1a, 1.166009546583, 0.82254256588089, 0.008609591444358326, -9.954697672037005, 0.009891145904179246
1b, 1.166009546583, 0.7957691175827107, 0.008380823457259233, -9.55974268733159, 0.006322230315782138
All, 1.166009546583, 0.5720260467271934, 0.006483389063112928, -9.84194992448172, 0.006735371681848021
0, 0.9500077922879607, 1.2980607935319037, 0.01781769812336372, -12.196248951109851, 0.023545003311734154
1a, 0.9500077922879607, 0.8842461281677848, 0.008950824052049453, -10.055447699487491, 0.010291978389335505
1b, 0.9500077922879607, 0.9454310222960346, 0.008686451205662495, -9.675831978274548, 0.006552355348481316
All, 0.9500077922879607, 0.6201263426824628, 0.006907306820797103, -9.942552128542042, 0.007176551116579936
0, 0.8000065592581475, 1.3729037457043778, 0.01852518431494423, -12.494970904109332, 0.024557953045672914
1a, 0.8000065592581475, 1.0068303404851568, 0.009266983089752307, -10.255834527131405, 0.010651787395440863
1b, 0.8000065592581475, 1.1075009010570935, 0.008965117225402355, -9.84004178465138, 0.006762064469879103
All, 0.8000065592581475, 0.7129415314307329, 0.007288074586714154, -10.116654022210849, 0.007572764619716644
0, 0.6500053359018513, 1.4661951752200597, 0.020375268158343732, -12.9984414930059, 0.027149959352484827
1a, 0.6500053359018513, 1.1160383833309626, 0.009848795014312864, -10.53017594237977, 0.011339147181293606
1b, 0.6500053359018513, 1.3271311442163614, 0.009402072837991144, -10.140765202459074, 0.007094762927113802
All, 0.6500053359018513, 0.7998110199927583, 0.007939749303658906, -10.392538987845267, 0.008261612956419995
0, 0.20000163981453686, 1.1946806950299549, 0.019810150373775415, -15.983928312838579, 0.028030872589765037
1a, 0.20000163981453686, 2.1601089011426478, 0.014915680689860752, -15.124428522335993, 0.017998144271261087
1b, 0.20000163981453686, 2.905223246180361, 0.01153223350136026, -14.776694981712613, 0.00928781223765167
All, 0.20000163981453686, 1.737750796683404, 0.009938370574067793, -14.638224171136292, 0.010750207883132596
0, 0.10000081990726845, 0.4227012659618989, 0.010144886189222048, -17.228178485601813, 0.013343397300387208
1a, 0.10000081990726845, 1.3769079632324857, 0.011508824950787562, -17.760802748595204, 0.01405804538156513
1b, 0.10000081990726845, 1.2290630191067689, 0.011879751918381996, -17.20513116497526, 0.009973383176894005
All, 0.10000081990726845, 0.9807685542722995, 0.007043645365835352, -17.298328530196766, 0.007736074318223613
0, 0.9000073791654158, 1.3162091257558277, 0.017896687297378526, -12.263479179585769, 0.023701130747003946
1a, 0.9000073791654158, 0.9025994779928129, 0.009022861575834363, -10.089916380987344, 0.010375408252110783
1b, 0.9000073791654158, 0.9926296134642157, 0.008740594478703003, -9.718873940693104, 0.006594292840600562
All, 0.9000073791654158, 0.64281007647905, 0.006978379891314897, -9.980838052468142, 0.007251560528470811
0, 0.8500069635410991, 1.2821507091064874, 0.018681204203427237, -12.293810047851125, 0.024848775404277997
1a, 0.8500069635410991, 0.9604974699330151, 0.00912150172382395, -10.17575529052885, 0.010485790531944978
1b, 0.8500069635410991, 1.0427444073451675, 0.00883665595490844, -9.769797956956985, 0.006666657943195411
All, 0.8500069635410991, 0.6535479200321018, 0.007102436746875879, -10.019836165797633, 0.007386193520828234
0, 0.4500036895827079, 1.547994252825039, 0.022566552418581163, -14.039615027289543, 0.030457799395395436
1a, 0.4500036895827079, 1.4629452632703641, 0.011537635876564312, -11.48959675875886, 0.013299932010895799
1b, 0.4500036895827079, 1.8626938658742496, 0.01032927461534425, -11.067759775537647, 0.007813279745190692
All, 0.4500036895827079, 1.0682604207578914, 0.009111239448250204, -11.272090892524087, 0.009497073014624283
0, 0.15000122986090264, 0.7413539500755788, 0.013171478024746039, -16.271065410010053, 0.01765099222139795
1a, 0.15000122986090264, 2.016686346530445, 0.01395435656996495, -16.422984015974453, 0.01720373476866485
1b, 0.15000122986090264, 2.3262294859911674, 0.012385385886864003, -15.90904757532157, 0.010477573395245333
All, 0.15000122986090264, 1.5613980311014923, 0.009004516368015768, -15.878779137526562, 0.009935763703641408
0, 0.5000040995363422, 1.5503476819721138, 0.022547204480291065, -13.736666510022925, 0.030314762051618045
1a, 0.5000040995363422, 1.3731932756547927, 0.010904651749056067, -11.179126584066807, 0.012555432878715538
1b, 0.5000040995363422, 1.6950192298364273, 0.010128542172620087, -10.749406144875383, 0.007650197351024941
All, 0.5000040995363422, 0.9856223003075401, 0.008791640877721297, -10.971658669802673, 0.009152825684769012
0, 0.5500045067380275, 1.5440902071793965, 0.021276948110983063, -13.498959641249648, 0.028335968559070064
1a, 0.5500045067380275, 1.2931367143187018, 0.010536160170669584, -10.93830289817538, 0.012124691166498025
1b, 0.5500045067380275, 1.5851201919353588, 0.009908312647794165, -10.524651557862425, 0.007478156975495498
All, 0.5500045067380275, 0.9449246787551665, 0.008522359600266354, -10.777264842404717, 0.008859220876086846
0, 2.92902397737, 1.4621018476631842, 0.016490964006332428, -12.10224532323074, 0.021723945715603103
1a, 2.92902397737, 0.9706753037669336, 0.009573645413537802, -10.444576544581523, 0.010987482437153433
1b, 2.92902397737, 0.6593392917602996, 0.009831049234607224, -9.975106461203385, 0.007416198523471164
All, 2.92902397737, 0.7314373712173938, 0.006481318644717142, -10.306442570865798, 0.006727486137856307
0, 0.7500061493045131, 1.363187189072797, 0.019553470810516428, -12.567869339632008, 0.02606045264669538
1a, 0.7500061493045131, 1.0472338241305317, 0.009437674264170227, -10.338803710932877, 0.010848406643732052
1b, 0.7500061493045131, 1.1751928678721397, 0.009054820702061515, -9.92101990889466, 0.006831695229611112
All, 0.7500061493045131, 0.7252134118769319, 0.007423686582438305, -10.170234022447758, 0.007718211132201898
0, 0.350002868507946, 1.480482388955525, 0.023638335632353187, -14.727874111669045, 0.03231578798446119
1a, 0.350002868507946, 1.6772653171056993, 0.01329339323216365, -12.409359118909013, 0.015413296299350203
1b, 0.350002868507946, 2.2753168941756194, 0.010938144233303904, -12.026370085907201, 0.00831012482108376
All, 0.350002868507946, 1.2654189732684875, 0.00979245024955656, -12.127276835798458, 0.010233844787649016
0, 0.3000024597218053, 1.4963755803200587, 0.02583119053429724, -15.131045934346258, 0.03620308631192097
1a, 0.3000024597218053, 1.834565811413206, 0.014044450040215845, -13.116251399487247, 0.016339704982384618
1b, 0.3000024597218053, 2.570066956833294, 0.011445022637564457, -12.785276439811849, 0.008728739833464172
All, 0.3000024597218053, 1.4544389295957694, 0.00989829558436935, -12.778345882557552, 0.010348408512601204
0, 0.6000049194436106, 1.4867935905110008, 0.021051185512750918, -13.10866544223741, 0.028334717990727565
1a, 0.6000049194436106, 1.1986748252710187, 0.01019062953407631, -10.714868459218858, 0.01172846081499052
1b, 0.6000049194436106, 1.444900646972222, 0.009638892911072902, -10.311071645599663, 0.0072740690491363115
All, 0.6000049194436106, 0.8670366084883957, 0.008005297119617293, -10.531744732152886, 0.00832561497015236
0, 0.2500020497681711, 1.328563216115386, 0.020427839071771793, -15.578419196833922, 0.027861652100547217
1a, 0.2500020497681711, 2.056615105425087, 0.014130630432343643, -14.061186172240575, 0.016452168735201916
1b, 0.2500020497681711, 2.842086642326692, 0.011115446200887825, -13.700132841009223, 0.008549822605652598
All, 0.2500020497681711, 1.6304358468920732, 0.009861218538128302, -13.685972779652746, 0.010334320986357132
0, 1.000008199072, 1.2569515038563084, 0.017977783348443747, -12.101312847846327, 0.0238401333890071
1a, 1.000008199072, 0.8674614873746735, 0.008875770076470104, -10.025720759275977, 0.010203535506017592
1b, 1.000008199072, 0.9083228248808347, 0.008633554519862216, -9.6432200540318, 0.00651306379166051
All, 1.000008199072, 0.5969071127296438, 0.00682668310840835, -9.904205076847129, 0.0070993158408105455
0, 0.4000032796290737, 1.5532732441562849, 0.023982087114572382, -14.321814883600263, 0.032876274488195315
1a, 0.4000032796290737, 1.5702670730647101, 0.012329178200176575, -11.903268543840497, 0.014236228229527734
1b, 0.4000032796290737, 2.038282603112349, 0.010598973039678945, -11.470397073212201, 0.00803197207012751
All, 0.4000032796290737, 1.1615751260308689, 0.009315938554044442, -11.618105135557979, 0.009716971660321823
0, 0.700005737015892, 1.4227560873336067, 0.019807721473494303, -12.790034567753281, 0.02636137216127552
1a, 0.700005737015892, 1.0247498580075105, 0.009590470702609403, -10.358391840641566, 0.011042204240725098
1b, 0.700005737015892, 1.2319503812668842, 0.009190099097748197, -10.008118492655242, 0.006934547331232167
All, 0.700005737015892, 0.7391579006571816, 0.0076849048821969095, -10.250403399403499, 0.007996507380642197
0, 0.050000409953634216, 10.299083297339708, 0.28234924912733994, -64.63475251288331, 0.4168328654560453
1a, 0.050000409953634216, 11.060935095645995, 0.10902006510713771, -49.37396013116985, 0.12853029405993288
1b, 0.050000409953634216, 16.31090249202061, 0.08967268860148672, -48.16962005516912, 0.06858328256636588
All, 0.050000409953634216, 8.579801286412458, 0.07828071972943015, -47.486629095251246, 0.08360889740743026
0, All, 0.931400417902553, 0.005066625062477751, -11.827744986677384, 0.006656138208179538
1a, All, 0.9820021703039785, 0.003401146630453172, -11.47430435813979, 0.003912807923869759
1b, All, 1.0129023649965396, 0.0036558581274973396, -11.380369086960334, 0.002765668059772841
All, All, 0.8955778676634886, 0.0020475365965224954, -11.426903352774012, 0.002128966924049564
